발매일,타이틀,아티스트,프로듀서,1주 순위,2주 순위,4주 순위
2022.05.16~2022.05.22,날 설레게해,우아람,,,,
2022.05.16~2022.05.22,Want it (Prod. by PicoVello),우열 (Wooyeol),,,,
2022.05.16~2022.05.22,"Dreams (Feat. Plug Galaxy, NEUL)",Mach3,,,,
2022.05.16~2022.05.22,잊혀진 대답,DIH (동이혼),,,,
2022.05.16~2022.05.22,이 노래를 들어봐요,페퍼,,,,
2022.05.16~2022.05.22,무서워 (Feat. Whalethemigaloo),HEMO,,,,
2022.05.16~2022.05.22,Perfume (Feat. 송지은),로키드 (Lokid),,,,
2022.05.16~2022.05.22,You Will Love Me,젬마 (GEMma),,,,
2022.05.16~2022.05.22,앞으로,O.O.O (오오오),,,,
2022.05.16~2022.05.22,어린 마음 (feat. 김대우),플랏나인,,,,
2022.05.09~2022.05.15,우리의 (Feat. Mingginyu),tomikyo,,,,
2022.05.09~2022.05.15,Spring Blossom (Feat. 설안),사포 (Sahpo),,,,
2022.05.09~2022.05.15,All I Have,수우 (soowoo),,,,
2022.05.09~2022.05.15,사랑이란 처음처럼 (With. 고귀한),브룩(Brook),,,,
2022.05.09~2022.05.15,난 해당화 (feat. 이규호 (Kyo)),김석준,,,,
2022.05.09~2022.05.15,안녕,"애, 어른",,,,
2022.05.09~2022.05.15,매일 불안 속에 살고 있는 나를 안아줘,591,,,,
2022.05.09~2022.05.15,어른이 되었고,프리멜로,,,,
2022.05.09~2022.05.15,봄,줍에이(Joob A),,,,
2022.05.09~2022.05.15,"Smoking my blood (Feat. Chillin Homie, Sweet The Kid)",Millennio,,,,
2022.05.09~2022.05.15,Nerd,스콜(Scoll),,,,
2022.05.09~2022.05.15,감전사 (Feat. Austn),FYVE,,,,
2022.05.09~2022.05.15,중력 (Gravity),오소연,,,,
2022.05.09~2022.05.15,I Love U Forever,윤원,,,,
2022.05.09~2022.05.15,소년,리주(LeeZu),,,,
2022.05.09~2022.05.15,순간,Jung Hum,,,,
2022.05.09~2022.05.15,어쩌면 (Feat. HAD),METP(멧피),,,,
2022.05.09~2022.05.15,위험해,유정,,,,
2022.05.09~2022.05.15,미래에서 기다릴게 (Waiting For You) (Feat. syx & I.L.LAVINE) (Prod. Alex Gim),손기현,,,,
2022.05.09~2022.05.15,사월,김준호,,,,
2022.05.09~2022.05.15,봄처럼 (Feat. FirstFace),Henzi,,,,
2022.05.09~2022.05.15,PURPLE ROSE,아이닐 (AINILL),,,,
2022.05.09~2022.05.15,Pipe Dream,루체,,,,
2022.05.09~2022.05.15,촌스러운게 좋아,양나우 (Yang-Now),,,,
2022.05.09~2022.05.15,Key,헤이븐 (Heiven),,,,
2022.05.09~2022.05.15,그대의 눈,강형재 Hyper Blues Band,,,,
2022.05.09~2022.05.15,"다시, 봄 (Feat. 유희)",RAIVE,,,,
2022.05.09~2022.05.15,Thirsty,Jun-53,,,,
2022.05.09~2022.05.15,ISFP,딥엔드,,,,
2022.05.09~2022.05.15,STRANGER,sidbysid,,,,
2022.05.09~2022.05.15,소녀,뮤뭉,,,,
2022.05.09~2022.05.15,이 도시에서,네요 (Neyyo),,,,
2022.05.09~2022.05.15,Friday,Honglin Han,,,,
2022.05.09~2022.05.15,어른제국의 역습,제이케이엘,,,,
2022.05.09~2022.05.15,Miss The Love,Lil Lay,,,,
2022.05.09~2022.05.15,대배우 김광규,육중완밴드,,,,
2022.05.09~2022.05.15,I Don't Know,Knock,,,,
2022.05.09~2022.05.15,Love is selfish,피난,,,,
2022.05.09~2022.05.15,Pain & Love,Vona fide,,,,
2022.05.09~2022.05.15,어떤 사람을 만나야 (배우자송),순리(Soonry),,,,
2022.05.09~2022.05.15,Life is Party,Samro(이성윤),,,,
2022.05.09~2022.05.15,눈치만 보다가,김기현,,,,
2022.05.09~2022.05.15,Around You,세이수미(Say Sue Me),,,,
2022.05.09~2022.05.15,Heidi(Feat.AI ),DQ,,,,
2022.05.09~2022.05.15,아침잠,황다원,,,,
2022.05.09~2022.05.15,사랑이었나봐,은원,,,,
2022.05.09~2022.05.15,Lets go together,민병준,,,,
2022.05.09~2022.05.15,Live Without (Feat. Hayes),RUMEXX & KEEGO,,,,
2022.05.09~2022.05.15,sunflower,그만큼의 밤 (full o night),,,,
2022.05.09~2022.05.15,슬픈 눈을 가진 소년의 이야기,어지러운 사람,,,,
2022.05.09~2022.05.15,NoMorE,배카인,,,,
2022.05.09~2022.05.15,Scent of,IZON,,,,
2022.05.09~2022.05.15,"그럼에도 말해줘야지, 사랑이라고",그네,,,,
2022.05.09~2022.05.15,마주하다,나일,,,,
2022.05.09~2022.05.15,bye bye bye bye,timid mood,,,,
2022.05.09~2022.05.15,미손 미끌,새눈바탕,,,,
2022.05.09~2022.05.15,"핏대 (Prod.ROGGY,YERA)",고온(GoOn),,,,
2022.05.09~2022.05.15,알리오올리오 (Feat. 미남오빠),JINOk,,,,
2022.05.09~2022.05.15,Attitude,이보람,,,,
2022.05.09~2022.05.15,사색 (),초월,,,,
2022.05.09~2022.05.15,Isle,Hilltown,,,,
2022.05.09~2022.05.15,우리가 구덩이에 빠졌을 때,Collective Arts(콜렉티브아츠),,,,
2022.05.09~2022.05.15,저녁에 시간 어때요,코다 브릿지(Coda Bridge),,,,
2022.05.09~2022.05.15,PROMISE,JACK FROST,,,,
2022.05.09~2022.05.15,emotionally unavailable,sh,,,,
2022.05.09~2022.05.15,너에게 가는 길 (Feat. 예지),flash on,,,,
2022.05.09~2022.05.15,바다야,홍준영,,,,
2022.05.09~2022.05.15,Fly Away,세종오딧세이,,,,
2022.05.09~2022.05.15,아마 (Must Be),유월,,,,
2022.05.09~2022.05.15,New World,VictorX,,,,
